image_path,label,class_name
data\gameplay-images\Terraria\image_673.png,9,Terraria
data\gameplay-images\Roblox\image_365.png,8,Roblox
data\gameplay-images\Fortnite\image_477.png,2,Fortnite
data\gameplay-images\Forza Horizon\image_718.png,3,Forza Horizon
data\gameplay-images\Genshin Impact\image_234.png,5,Genshin Impact
data\gameplay-images\Among Us\image_146.png,0,Among Us
data\gameplay-images\Free Fire\image_598.png,4,Free Fire
data\gameplay-images\God of War\image_1015.png,6,God of War
data\gameplay-images\Minecraft\image_571.png,7,Minecraft
data\gameplay-images\Genshin Impact\image_785.png,5,Genshin Impact
data\gameplay-images\Terraria\image_229.png,9,Terraria
data\gameplay-images\Free Fire\image_437.png,4,Free Fire
data\gameplay-images\Roblox\image_305.png,8,Roblox
data\gameplay-images\Roblox\image_508.png,8,Roblox
data\gameplay-images\Minecraft\image_146.png,7,Minecraft
data\gameplay-images\Roblox\image_443.png,8,Roblox
data\gameplay-images\Minecraft\image_948.png,7,Minecraft
data\gameplay-images\Apex Legends\image_996.png,1,Apex Legends
data\gameplay-images\Forza Horizon\image_927.png,3,Forza Horizon
data\gameplay-images\Among Us\image_745.png,0,Among Us
data\gameplay-images\God of War\image_823.png,6,God of War
data\gameplay-images\Fortnite\image_431.png,2,Fortnite
data\gameplay-images\Minecraft\image_616.png,7,Minecraft
data\gameplay-images\God of War\image_128.png,6,God of War
data\gameplay-images\Terraria\image_374.png,9,Terraria
data\gameplay-images\Terraria\image_620.png,9,Terraria
data\gameplay-images\Apex Legends\image_276.png,1,Apex Legends
data\gameplay-images\Free Fire\image_698.png,4,Free Fire
data\gameplay-images\Free Fire\image_280.png,4,Free Fire
data\gameplay-images\Genshin Impact\image_750.png,5,Genshin Impact
data\gameplay-images\Apex Legends\image_644.png,1,Apex Legends
data\gameplay-images\Free Fire\image_918.png,4,Free Fire
data\gameplay-images\Forza Horizon\image_315.png,3,Forza Horizon
data\gameplay-images\Among Us\image_985.png,0,Among Us
data\gameplay-images\Terraria\image_565.png,9,Terraria
data\gameplay-images\Apex Legends\image_830.png,1,Apex Legends
data\gameplay-images\God of War\image_983.png,6,God of War
data\gameplay-images\God of War\image_456.png,6,God of War
data\gameplay-images\Forza Horizon\image_54.png,3,Forza Horizon
data\gameplay-images\Forza Horizon\image_114.png,3,Forza Horizon
data\gameplay-images\Among Us\image_306.png,0,Among Us
data\gameplay-images\God of War\image_1009.png,6,God of War
data\gameplay-images\Apex Legends\image_846.png,1,Apex Legends
data\gameplay-images\Free Fire\image_984.png,4,Free Fire
data\gameplay-images\Terraria\image_88.png,9,Terraria
data\gameplay-images\Free Fire\image_466.png,4,Free Fire
data\gameplay-images\Forza Horizon\image_565.png,3,Forza Horizon
data\gameplay-images\Roblox\image_214.png,8,Roblox
data\gameplay-images\Apex Legends\image_168.png,1,Apex Legends
data\gameplay-images\Among Us\image_402.png,0,Among Us
data\gameplay-images\Roblox\image_594.png,8,Roblox
data\gameplay-images\God of War\image_339.png,6,God of War
data\gameplay-images\Apex Legends\image_281.png,1,Apex Legends
data\gameplay-images\God of War\image_865.png,6,God of War
data\gameplay-images\Fortnite\image_838.png,2,Fortnite
data\gameplay-images\Fortnite\image_444.png,2,Fortnite
data\gameplay-images\Fortnite\image_173.png,2,Fortnite
data\gameplay-images\Terraria\image_128.png,9,Terraria
data\gameplay-images\Among Us\image_423.png,0,Among Us
data\gameplay-images\Apex Legends\image_77.png,1,Apex Legends
data\gameplay-images\Free Fire\image_92.png,4,Free Fire
data\gameplay-images\Free Fire\image_862.png,4,Free Fire
data\gameplay-images\God of War\image_745.png,6,God of War
data\gameplay-images\Roblox\image_319.png,8,Roblox
data\gameplay-images\Genshin Impact\image_487.png,5,Genshin Impact
data\gameplay-images\Apex Legends\image_662.png,1,Apex Legends
data\gameplay-images\Apex Legends\image_437.png,1,Apex Legends
data\gameplay-images\Free Fire\image_689.png,4,Free Fire
data\gameplay-images\Apex Legends\image_66.png,1,Apex Legends
data\gameplay-images\Forza Horizon\image_8.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_534.png,1,Apex Legends
data\gameplay-images\Genshin Impact\image_478.png,5,Genshin Impact
data\gameplay-images\God of War\image_305.png,6,God of War
data\gameplay-images\Among Us\image_104.png,0,Among Us
data\gameplay-images\Roblox\image_271.png,8,Roblox
data\gameplay-images\Terraria\image_849.png,9,Terraria
data\gameplay-images\Terraria\image_201.png,9,Terraria
data\gameplay-images\Fortnite\image_731.png,2,Fortnite
data\gameplay-images\Apex Legends\image_364.png,1,Apex Legends
data\gameplay-images\Forza Horizon\image_936.png,3,Forza Horizon
data\gameplay-images\Terraria\image_384.png,9,Terraria
data\gameplay-images\Free Fire\image_641.png,4,Free Fire
data\gameplay-images\Among Us\image_285.png,0,Among Us
data\gameplay-images\Terraria\image_964.png,9,Terraria
data\gameplay-images\Free Fire\image_777.png,4,Free Fire
data\gameplay-images\God of War\image_922.png,6,God of War
data\gameplay-images\Apex Legends\image_778.png,1,Apex Legends
data\gameplay-images\Fortnite\image_171.png,2,Fortnite
data\gameplay-images\Apex Legends\image_54.png,1,Apex Legends
data\gameplay-images\God of War\image_325.png,6,God of War
data\gameplay-images\Terraria\image_318.png,9,Terraria
data\gameplay-images\Roblox\image_770.png,8,Roblox
data\gameplay-images\Terraria\image_314.png,9,Terraria
data\gameplay-images\Forza Horizon\image_1028.png,3,Forza Horizon
data\gameplay-images\Terraria\image_482.png,9,Terraria
data\gameplay-images\Terraria\image_259.png,9,Terraria
data\gameplay-images\God of War\image_46.png,6,God of War
data\gameplay-images\Among Us\image_319.png,0,Among Us
data\gameplay-images\Among Us\image_735.png,0,Among Us
data\gameplay-images\Minecraft\image_1017.png,7,Minecraft
data\gameplay-images\Minecraft\image_219.png,7,Minecraft
data\gameplay-images\Fortnite\image_269.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_484.png,5,Genshin Impact
data\gameplay-images\Fortnite\image_741.png,2,Fortnite
data\gameplay-images\Terraria\image_96.png,9,Terraria
data\gameplay-images\Terraria\image_975.png,9,Terraria
data\gameplay-images\Terraria\image_16.png,9,Terraria
data\gameplay-images\Fortnite\image_976.png,2,Fortnite
data\gameplay-images\Free Fire\image_947.png,4,Free Fire
data\gameplay-images\Roblox\image_931.png,8,Roblox
data\gameplay-images\Forza Horizon\image_289.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_385.png,1,Apex Legends
data\gameplay-images\Free Fire\image_801.png,4,Free Fire
data\gameplay-images\Apex Legends\image_327.png,1,Apex Legends
data\gameplay-images\God of War\image_750.png,6,God of War
data\gameplay-images\God of War\image_95.png,6,God of War
data\gameplay-images\God of War\image_366.png,6,God of War
data\gameplay-images\Genshin Impact\image_881.png,5,Genshin Impact
data\gameplay-images\Free Fire\image_573.png,4,Free Fire
data\gameplay-images\Apex Legends\image_298.png,1,Apex Legends
data\gameplay-images\Roblox\image_176.png,8,Roblox
data\gameplay-images\Terraria\image_5.png,9,Terraria
data\gameplay-images\Free Fire\image_626.png,4,Free Fire
data\gameplay-images\Fortnite\image_129.png,2,Fortnite
data\gameplay-images\Minecraft\image_303.png,7,Minecraft
data\gameplay-images\Minecraft\image_328.png,7,Minecraft
data\gameplay-images\Roblox\image_907.png,8,Roblox
data\gameplay-images\Roblox\image_949.png,8,Roblox
data\gameplay-images\Roblox\image_838.png,8,Roblox
data\gameplay-images\Genshin Impact\image_383.png,5,Genshin Impact
data\gameplay-images\Among Us\image_458.png,0,Among Us
data\gameplay-images\Forza Horizon\image_549.png,3,Forza Horizon
data\gameplay-images\Terraria\image_685.png,9,Terraria
data\gameplay-images\Apex Legends\image_531.png,1,Apex Legends
data\gameplay-images\Fortnite\image_539.png,2,Fortnite
data\gameplay-images\Among Us\image_256.png,0,Among Us
data\gameplay-images\Minecraft\image_413.png,7,Minecraft
data\gameplay-images\Among Us\image_582.png,0,Among Us
data\gameplay-images\Minecraft\image_974.png,7,Minecraft
data\gameplay-images\God of War\image_538.png,6,God of War
data\gameplay-images\Minecraft\image_27.png,7,Minecraft
data\gameplay-images\Among Us\image_361.png,0,Among Us
data\gameplay-images\Free Fire\image_749.png,4,Free Fire
data\gameplay-images\Terraria\image_914.png,9,Terraria
data\gameplay-images\Among Us\image_78.png,0,Among Us
data\gameplay-images\Terraria\image_13.png,9,Terraria
data\gameplay-images\Free Fire\image_702.png,4,Free Fire
data\gameplay-images\Minecraft\image_369.png,7,Minecraft
data\gameplay-images\Minecraft\image_1033.png,7,Minecraft
data\gameplay-images\Minecraft\image_597.png,7,Minecraft
data\gameplay-images\Roblox\image_868.png,8,Roblox
data\gameplay-images\Apex Legends\image_348.png,1,Apex Legends
data\gameplay-images\Apex Legends\image_835.png,1,Apex Legends
data\gameplay-images\Fortnite\image_498.png,2,Fortnite
data\gameplay-images\Among Us\image_514.png,0,Among Us
data\gameplay-images\Among Us\image_92.png,0,Among Us
data\gameplay-images\Genshin Impact\image_612.png,5,Genshin Impact
data\gameplay-images\Fortnite\image_556.png,2,Fortnite
data\gameplay-images\Apex Legends\image_164.png,1,Apex Legends
data\gameplay-images\Genshin Impact\image_254.png,5,Genshin Impact
data\gameplay-images\Free Fire\image_463.png,4,Free Fire
data\gameplay-images\Fortnite\image_553.png,2,Fortnite
data\gameplay-images\Forza Horizon\image_390.png,3,Forza Horizon
data\gameplay-images\Minecraft\image_282.png,7,Minecraft
data\gameplay-images\Minecraft\image_906.png,7,Minecraft
data\gameplay-images\Among Us\image_139.png,0,Among Us
data\gameplay-images\Minecraft\image_634.png,7,Minecraft
data\gameplay-images\Terraria\image_907.png,9,Terraria
data\gameplay-images\God of War\image_602.png,6,God of War
data\gameplay-images\Terraria\image_906.png,9,Terraria
data\gameplay-images\Genshin Impact\image_54.png,5,Genshin Impact
data\gameplay-images\God of War\image_528.png,6,God of War
data\gameplay-images\Forza Horizon\image_759.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_560.png,1,Apex Legends
data\gameplay-images\Apex Legends\image_952.png,1,Apex Legends
data\gameplay-images\Roblox\image_153.png,8,Roblox
data\gameplay-images\God of War\image_484.png,6,God of War
data\gameplay-images\Forza Horizon\image_85.png,3,Forza Horizon
data\gameplay-images\Fortnite\image_529.png,2,Fortnite
data\gameplay-images\God of War\image_179.png,6,God of War
data\gameplay-images\Apex Legends\image_73.png,1,Apex Legends
data\gameplay-images\God of War\image_400.png,6,God of War
data\gameplay-images\Minecraft\image_686.png,7,Minecraft
data\gameplay-images\Fortnite\image_464.png,2,Fortnite
data\gameplay-images\Apex Legends\image_621.png,1,Apex Legends
data\gameplay-images\Roblox\image_332.png,8,Roblox
data\gameplay-images\God of War\image_1003.png,6,God of War
data\gameplay-images\Roblox\image_301.png,8,Roblox
data\gameplay-images\Forza Horizon\image_269.png,3,Forza Horizon
data\gameplay-images\Fortnite\image_602.png,2,Fortnite
data\gameplay-images\Apex Legends\image_845.png,1,Apex Legends
data\gameplay-images\Free Fire\image_973.png,4,Free Fire
data\gameplay-images\God of War\image_138.png,6,God of War
data\gameplay-images\Free Fire\image_247.png,4,Free Fire
data\gameplay-images\God of War\image_732.png,6,God of War
data\gameplay-images\Forza Horizon\image_258.png,3,Forza Horizon
data\gameplay-images\Forza Horizon\image_333.png,3,Forza Horizon
data\gameplay-images\Among Us\image_778.png,0,Among Us
data\gameplay-images\God of War\image_495.png,6,God of War
data\gameplay-images\Minecraft\image_657.png,7,Minecraft
data\gameplay-images\God of War\image_172.png,6,God of War
data\gameplay-images\Minecraft\image_321.png,7,Minecraft
data\gameplay-images\Apex Legends\image_815.png,1,Apex Legends
data\gameplay-images\Genshin Impact\image_177.png,5,Genshin Impact
data\gameplay-images\Terraria\image_579.png,9,Terraria
data\gameplay-images\Fortnite\image_44.png,2,Fortnite
data\gameplay-images\God of War\image_588.png,6,God of War
data\gameplay-images\Roblox\image_262.png,8,Roblox
data\gameplay-images\God of War\image_603.png,6,God of War
data\gameplay-images\Free Fire\image_174.png,4,Free Fire
data\gameplay-images\Terraria\image_394.png,9,Terraria
data\gameplay-images\Apex Legends\image_855.png,1,Apex Legends
data\gameplay-images\Genshin Impact\image_702.png,5,Genshin Impact
data\gameplay-images\Apex Legends\image_82.png,1,Apex Legends
data\gameplay-images\Apex Legends\image_387.png,1,Apex Legends
data\gameplay-images\God of War\image_181.png,6,God of War
data\gameplay-images\Forza Horizon\image_161.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_1.png,1,Apex Legends
data\gameplay-images\Apex Legends\image_205.png,1,Apex Legends
data\gameplay-images\Fortnite\image_676.png,2,Fortnite
data\gameplay-images\Roblox\image_689.png,8,Roblox
data\gameplay-images\Roblox\image_454.png,8,Roblox
data\gameplay-images\Apex Legends\image_571.png,1,Apex Legends
data\gameplay-images\Roblox\image_751.png,8,Roblox
data\gameplay-images\Minecraft\image_585.png,7,Minecraft
data\gameplay-images\Terraria\image_981.png,9,Terraria
data\gameplay-images\Roblox\image_513.png,8,Roblox
data\gameplay-images\Terraria\image_68.png,9,Terraria
data\gameplay-images\Terraria\image_564.png,9,Terraria
data\gameplay-images\Among Us\image_739.png,0,Among Us
data\gameplay-images\Apex Legends\image_126.png,1,Apex Legends
data\gameplay-images\Roblox\image_833.png,8,Roblox
data\gameplay-images\Terraria\image_206.png,9,Terraria
data\gameplay-images\Genshin Impact\image_180.png,5,Genshin Impact
data\gameplay-images\God of War\image_207.png,6,God of War
data\gameplay-images\Among Us\image_164.png,0,Among Us
data\gameplay-images\God of War\image_643.png,6,God of War
data\gameplay-images\Roblox\image_686.png,8,Roblox
data\gameplay-images\Forza Horizon\image_462.png,3,Forza Horizon
data\gameplay-images\Terraria\image_779.png,9,Terraria
data\gameplay-images\Roblox\image_115.png,8,Roblox
data\gameplay-images\Genshin Impact\image_698.png,5,Genshin Impact
data\gameplay-images\Fortnite\image_683.png,2,Fortnite
data\gameplay-images\Roblox\image_118.png,8,Roblox
data\gameplay-images\Genshin Impact\image_398.png,5,Genshin Impact
data\gameplay-images\Genshin Impact\image_382.png,5,Genshin Impact
data\gameplay-images\Terraria\image_537.png,9,Terraria
data\gameplay-images\Genshin Impact\image_179.png,5,Genshin Impact
data\gameplay-images\Genshin Impact\image_220.png,5,Genshin Impact
data\gameplay-images\Genshin Impact\image_816.png,5,Genshin Impact
data\gameplay-images\Apex Legends\image_990.png,1,Apex Legends
data\gameplay-images\Genshin Impact\image_888.png,5,Genshin Impact
data\gameplay-images\Fortnite\image_283.png,2,Fortnite
data\gameplay-images\Apex Legends\image_940.png,1,Apex Legends
data\gameplay-images\Minecraft\image_632.png,7,Minecraft
data\gameplay-images\Free Fire\image_442.png,4,Free Fire
data\gameplay-images\Fortnite\image_488.png,2,Fortnite
data\gameplay-images\Free Fire\image_678.png,4,Free Fire
data\gameplay-images\Forza Horizon\image_492.png,3,Forza Horizon
data\gameplay-images\Terraria\image_886.png,9,Terraria
data\gameplay-images\Among Us\image_419.png,0,Among Us
data\gameplay-images\Fortnite\image_654.png,2,Fortnite
data\gameplay-images\Terraria\image_24.png,9,Terraria
data\gameplay-images\God of War\image_23.png,6,God of War
data\gameplay-images\Apex Legends\image_202.png,1,Apex Legends
data\gameplay-images\Among Us\image_863.png,0,Among Us
data\gameplay-images\Apex Legends\image_576.png,1,Apex Legends
data\gameplay-images\Among Us\image_841.png,0,Among Us
data\gameplay-images\Fortnite\image_830.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_733.png,5,Genshin Impact
data\gameplay-images\Among Us\image_473.png,0,Among Us
data\gameplay-images\Forza Horizon\image_598.png,3,Forza Horizon
data\gameplay-images\Genshin Impact\image_449.png,5,Genshin Impact
data\gameplay-images\Minecraft\image_753.png,7,Minecraft
data\gameplay-images\Fortnite\image_155.png,2,Fortnite
data\gameplay-images\Minecraft\image_297.png,7,Minecraft
data\gameplay-images\God of War\image_116.png,6,God of War
data\gameplay-images\Roblox\image_994.png,8,Roblox
data\gameplay-images\Terraria\image_624.png,9,Terraria
data\gameplay-images\Fortnite\image_684.png,2,Fortnite
data\gameplay-images\Apex Legends\image_305.png,1,Apex Legends
data\gameplay-images\Apex Legends\image_783.png,1,Apex Legends
data\gameplay-images\Terraria\image_94.png,9,Terraria
data\gameplay-images\Apex Legends\image_649.png,1,Apex Legends
data\gameplay-images\Roblox\image_609.png,8,Roblox
data\gameplay-images\Apex Legends\image_310.png,1,Apex Legends
data\gameplay-images\Genshin Impact\image_509.png,5,Genshin Impact
data\gameplay-images\Forza Horizon\image_754.png,3,Forza Horizon
data\gameplay-images\Roblox\image_729.png,8,Roblox
data\gameplay-images\Genshin Impact\image_769.png,5,Genshin Impact
data\gameplay-images\Terraria\image_593.png,9,Terraria
data\gameplay-images\Forza Horizon\image_347.png,3,Forza Horizon
data\gameplay-images\Among Us\image_895.png,0,Among Us
data\gameplay-images\Fortnite\image_891.png,2,Fortnite
data\gameplay-images\Minecraft\image_123.png,7,Minecraft
data\gameplay-images\Genshin Impact\image_423.png,5,Genshin Impact
data\gameplay-images\God of War\image_1024.png,6,God of War
data\gameplay-images\Terraria\image_382.png,9,Terraria
data\gameplay-images\Apex Legends\image_514.png,1,Apex Legends
data\gameplay-images\God of War\image_222.png,6,God of War
data\gameplay-images\Genshin Impact\image_24.png,5,Genshin Impact
data\gameplay-images\Free Fire\image_899.png,4,Free Fire
data\gameplay-images\Free Fire\image_873.png,4,Free Fire
data\gameplay-images\Apex Legends\image_445.png,1,Apex Legends
data\gameplay-images\Forza Horizon\image_421.png,3,Forza Horizon
data\gameplay-images\God of War\image_591.png,6,God of War
data\gameplay-images\God of War\image_188.png,6,God of War
data\gameplay-images\Free Fire\image_879.png,4,Free Fire
data\gameplay-images\God of War\image_368.png,6,God of War
data\gameplay-images\Genshin Impact\image_592.png,5,Genshin Impact
data\gameplay-images\Fortnite\image_540.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_913.png,5,Genshin Impact
data\gameplay-images\Roblox\image_850.png,8,Roblox
data\gameplay-images\Minecraft\image_263.png,7,Minecraft
data\gameplay-images\Roblox\image_50.png,8,Roblox
data\gameplay-images\Apex Legends\image_656.png,1,Apex Legends
data\gameplay-images\Forza Horizon\image_1014.png,3,Forza Horizon
data\gameplay-images\Free Fire\image_113.png,4,Free Fire
data\gameplay-images\Terraria\image_459.png,9,Terraria
data\gameplay-images\God of War\image_140.png,6,God of War
data\gameplay-images\Roblox\image_616.png,8,Roblox
data\gameplay-images\Forza Horizon\image_45.png,3,Forza Horizon
data\gameplay-images\Among Us\image_990.png,0,Among Us
data\gameplay-images\Fortnite\image_569.png,2,Fortnite
data\gameplay-images\Terraria\image_754.png,9,Terraria
data\gameplay-images\Fortnite\image_198.png,2,Fortnite
data\gameplay-images\Free Fire\image_829.png,4,Free Fire
data\gameplay-images\Minecraft\image_23.png,7,Minecraft
data\gameplay-images\Minecraft\image_496.png,7,Minecraft
data\gameplay-images\Among Us\image_506.png,0,Among Us
data\gameplay-images\Fortnite\image_325.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_172.png,5,Genshin Impact
data\gameplay-images\Among Us\image_336.png,0,Among Us
data\gameplay-images\Genshin Impact\image_469.png,5,Genshin Impact
data\gameplay-images\Free Fire\image_838.png,4,Free Fire
data\gameplay-images\Fortnite\image_635.png,2,Fortnite
data\gameplay-images\Apex Legends\image_853.png,1,Apex Legends
data\gameplay-images\Minecraft\image_882.png,7,Minecraft
data\gameplay-images\Fortnite\image_231.png,2,Fortnite
data\gameplay-images\Free Fire\image_299.png,4,Free Fire
data\gameplay-images\Free Fire\image_825.png,4,Free Fire
data\gameplay-images\God of War\image_61.png,6,God of War
data\gameplay-images\Apex Legends\image_179.png,1,Apex Legends
data\gameplay-images\Among Us\image_967.png,0,Among Us
data\gameplay-images\Roblox\image_155.png,8,Roblox
data\gameplay-images\Terraria\image_172.png,9,Terraria
data\gameplay-images\Minecraft\image_629.png,7,Minecraft
data\gameplay-images\Minecraft\image_612.png,7,Minecraft
data\gameplay-images\Fortnite\image_150.png,2,Fortnite
data\gameplay-images\Fortnite\image_908.png,2,Fortnite
data\gameplay-images\Fortnite\image_424.png,2,Fortnite
data\gameplay-images\God of War\image_803.png,6,God of War
data\gameplay-images\Free Fire\image_332.png,4,Free Fire
data\gameplay-images\God of War\image_126.png,6,God of War
data\gameplay-images\Genshin Impact\image_722.png,5,Genshin Impact
data\gameplay-images\Among Us\image_609.png,0,Among Us
data\gameplay-images\Apex Legends\image_640.png,1,Apex Legends
data\gameplay-images\Terraria\image_927.png,9,Terraria
data\gameplay-images\Apex Legends\image_931.png,1,Apex Legends
data\gameplay-images\Minecraft\image_892.png,7,Minecraft
data\gameplay-images\Minecraft\image_544.png,7,Minecraft
data\gameplay-images\Genshin Impact\image_616.png,5,Genshin Impact
data\gameplay-images\Fortnite\image_889.png,2,Fortnite
data\gameplay-images\Roblox\image_216.png,8,Roblox
data\gameplay-images\God of War\image_877.png,6,God of War
data\gameplay-images\Forza Horizon\image_828.png,3,Forza Horizon
data\gameplay-images\Minecraft\image_654.png,7,Minecraft
data\gameplay-images\Among Us\image_292.png,0,Among Us
data\gameplay-images\Apex Legends\image_596.png,1,Apex Legends
data\gameplay-images\Forza Horizon\image_924.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_162.png,1,Apex Legends
data\gameplay-images\Fortnite\image_747.png,2,Fortnite
data\gameplay-images\Minecraft\image_564.png,7,Minecraft
data\gameplay-images\Forza Horizon\image_786.png,3,Forza Horizon
data\gameplay-images\Genshin Impact\image_762.png,5,Genshin Impact
data\gameplay-images\Among Us\image_425.png,0,Among Us
data\gameplay-images\Forza Horizon\image_188.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_53.png,1,Apex Legends
data\gameplay-images\Genshin Impact\image_588.png,5,Genshin Impact
data\gameplay-images\Fortnite\image_287.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_697.png,5,Genshin Impact
data\gameplay-images\Among Us\image_958.png,0,Among Us
data\gameplay-images\Among Us\image_174.png,0,Among Us
data\gameplay-images\Forza Horizon\image_277.png,3,Forza Horizon
data\gameplay-images\Genshin Impact\image_928.png,5,Genshin Impact
data\gameplay-images\Genshin Impact\image_774.png,5,Genshin Impact
data\gameplay-images\Forza Horizon\image_514.png,3,Forza Horizon
data\gameplay-images\Among Us\image_648.png,0,Among Us
data\gameplay-images\Fortnite\image_423.png,2,Fortnite
data\gameplay-images\Roblox\image_514.png,8,Roblox
data\gameplay-images\Among Us\image_782.png,0,Among Us
data\gameplay-images\Terraria\image_751.png,9,Terraria
data\gameplay-images\Forza Horizon\image_737.png,3,Forza Horizon
data\gameplay-images\Free Fire\image_916.png,4,Free Fire
data\gameplay-images\Genshin Impact\image_342.png,5,Genshin Impact
data\gameplay-images\Fortnite\image_81.png,2,Fortnite
data\gameplay-images\Roblox\image_826.png,8,Roblox
data\gameplay-images\Fortnite\image_103.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_128.png,5,Genshin Impact
data\gameplay-images\Minecraft\image_780.png,7,Minecraft
data\gameplay-images\Genshin Impact\image_901.png,5,Genshin Impact
data\gameplay-images\Free Fire\image_625.png,4,Free Fire
data\gameplay-images\Among Us\image_195.png,0,Among Us
data\gameplay-images\Minecraft\image_591.png,7,Minecraft
data\gameplay-images\God of War\image_421.png,6,God of War
data\gameplay-images\Fortnite\image_138.png,2,Fortnite
data\gameplay-images\Apex Legends\image_75.png,1,Apex Legends
data\gameplay-images\Genshin Impact\image_957.png,5,Genshin Impact
data\gameplay-images\Among Us\image_494.png,0,Among Us
data\gameplay-images\Apex Legends\image_581.png,1,Apex Legends
data\gameplay-images\Fortnite\image_101.png,2,Fortnite
data\gameplay-images\Apex Legends\image_344.png,1,Apex Legends
data\gameplay-images\Minecraft\image_1012.png,7,Minecraft
data\gameplay-images\Fortnite\image_494.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_611.png,5,Genshin Impact
data\gameplay-images\Free Fire\image_358.png,4,Free Fire
data\gameplay-images\Free Fire\image_712.png,4,Free Fire
data\gameplay-images\Minecraft\image_177.png,7,Minecraft
data\gameplay-images\Fortnite\image_180.png,2,Fortnite
data\gameplay-images\Forza Horizon\image_218.png,3,Forza Horizon
data\gameplay-images\Minecraft\image_324.png,7,Minecraft
data\gameplay-images\Genshin Impact\image_308.png,5,Genshin Impact
data\gameplay-images\Forza Horizon\image_147.png,3,Forza Horizon
data\gameplay-images\Fortnite\image_310.png,2,Fortnite
data\gameplay-images\Fortnite\image_749.png,2,Fortnite
data\gameplay-images\Among Us\image_719.png,0,Among Us
data\gameplay-images\Genshin Impact\image_706.png,5,Genshin Impact
data\gameplay-images\Genshin Impact\image_822.png,5,Genshin Impact
data\gameplay-images\Forza Horizon\image_636.png,3,Forza Horizon
data\gameplay-images\Fortnite\image_440.png,2,Fortnite
data\gameplay-images\Forza Horizon\image_776.png,3,Forza Horizon
data\gameplay-images\Free Fire\image_1.png,4,Free Fire
data\gameplay-images\Apex Legends\image_980.png,1,Apex Legends
data\gameplay-images\God of War\image_70.png,6,God of War
data\gameplay-images\Roblox\image_330.png,8,Roblox
data\gameplay-images\Terraria\image_767.png,9,Terraria
data\gameplay-images\Apex Legends\image_107.png,1,Apex Legends
data\gameplay-images\Free Fire\image_580.png,4,Free Fire
data\gameplay-images\Terraria\image_763.png,9,Terraria
data\gameplay-images\Fortnite\image_154.png,2,Fortnite
data\gameplay-images\Free Fire\image_58.png,4,Free Fire
data\gameplay-images\Roblox\image_693.png,8,Roblox
data\gameplay-images\Minecraft\image_270.png,7,Minecraft
data\gameplay-images\Roblox\image_393.png,8,Roblox
data\gameplay-images\Minecraft\image_112.png,7,Minecraft
data\gameplay-images\Apex Legends\image_259.png,1,Apex Legends
data\gameplay-images\God of War\image_545.png,6,God of War
data\gameplay-images\Free Fire\image_311.png,4,Free Fire
data\gameplay-images\Terraria\image_139.png,9,Terraria
data\gameplay-images\Apex Legends\image_969.png,1,Apex Legends
data\gameplay-images\Among Us\image_471.png,0,Among Us
data\gameplay-images\Genshin Impact\image_476.png,5,Genshin Impact
data\gameplay-images\Minecraft\image_776.png,7,Minecraft
data\gameplay-images\Forza Horizon\image_600.png,3,Forza Horizon
data\gameplay-images\God of War\image_357.png,6,God of War
data\gameplay-images\God of War\image_82.png,6,God of War
data\gameplay-images\Roblox\image_492.png,8,Roblox
data\gameplay-images\Free Fire\image_840.png,4,Free Fire
data\gameplay-images\Genshin Impact\image_847.png,5,Genshin Impact
data\gameplay-images\Among Us\image_715.png,0,Among Us
data\gameplay-images\Minecraft\image_339.png,7,Minecraft
data\gameplay-images\Genshin Impact\image_310.png,5,Genshin Impact
data\gameplay-images\Among Us\image_272.png,0,Among Us
data\gameplay-images\Terraria\image_210.png,9,Terraria
data\gameplay-images\Among Us\image_351.png,0,Among Us
data\gameplay-images\God of War\image_872.png,6,God of War
data\gameplay-images\Apex Legends\image_630.png,1,Apex Legends
data\gameplay-images\God of War\image_995.png,6,God of War
data\gameplay-images\Apex Legends\image_944.png,1,Apex Legends
data\gameplay-images\Minecraft\image_97.png,7,Minecraft
data\gameplay-images\Among Us\image_37.png,0,Among Us
data\gameplay-images\Fortnite\image_119.png,2,Fortnite
data\gameplay-images\Roblox\image_159.png,8,Roblox
data\gameplay-images\Forza Horizon\image_728.png,3,Forza Horizon
data\gameplay-images\Among Us\image_322.png,0,Among Us
data\gameplay-images\Roblox\image_585.png,8,Roblox
data\gameplay-images\Among Us\image_919.png,0,Among Us
data\gameplay-images\Roblox\image_209.png,8,Roblox
data\gameplay-images\Terraria\image_227.png,9,Terraria
data\gameplay-images\Forza Horizon\image_476.png,3,Forza Horizon
data\gameplay-images\Fortnite\image_892.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_331.png,5,Genshin Impact
